Year,Month,Region,Industry,Application,Bearing_Type,Sales_Channel,Buyer_Category,Buyer_Tier,Product_Class,Dealer_ID,Repeat_Order_Count,Order_Quantity,Price_Per_Unit,Revenue,Lead_Time,Inventory_Status,Warehouse,Competitor_Brand,Competitor_Price_Index,Failure_Risk_Score,Operating_Temperature_C,Contract_Length_Years,Machine_Age_Years
2022,2,North,Others,Pump,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1253,3,198,8467176.19,1676500884.91,1 Week,Stock Available,Chennai,Timken,0.73,0.22,172.87,2,14
2020,9,East,Steel,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1519,2,75,14926224.38,1119466828.52,1 Week,Stock Available,Chennai,Chinese Imports,1.11,0.88,146.26,2,17
2025,2,North,Mining,Rolling Mill,SRB,Rate Contract,OEM,Other Buyer,Store Item,1185,3,290,11374529.73,3298613623.14,1 Week,Stock Available,Mumbai,Chinese Imports,1.09,0.27,47.66,2,2
2021,12,South,Others,Gearbox,Others,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1386,2,341,14506731.92,4946795585.31,1 Week,Stock Available,Kolkata,SKF,1.16,0.56,115.71,3,12
2024,11,North,Paper,Pump,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1499,0,112,10397194.38,1164485771.01,4 Weeks,Stock Available,Delhi,Chinese Imports,0.76,0.78,130.81,2,12
2024,10,East,Steel,Pump,CRB,RFQ,Large Distributor,Other Buyer,Stranger,1013,3,99,4035822.56,399546433.37,1 Week,Stock Available,Delhi,SKF,1.0,0.34,176.23,2,19
2024,12,East,Steel,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1229,1,325,4312360.64,1401517206.72,1 Week,Stock Available,Delhi,Chinese Imports,0.81,0.56,140.3,2,18
2022,10,East,Steel,Pump,TRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1090,1,290,12336971.65,3577721779.06,4 Weeks,Stock-Out,Chennai,SKF,0.9,0.45,129.41,2,10
2022,12,East,Cement,Rolling Mill,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Store Item,1403,0,307,6415725.26,1969627654.64,1 Week,Stock Available,Mumbai,Chinese Imports,0.83,0.76,167.19,2,9
2023,11,East,Mining,Crusher,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Stranger,1504,2,355,5553388.09,1971452772.69,1 Week,Stock Available,Mumbai,Timken,0.92,0.48,132.53,2,16
2025,12,North,Steel,Crusher,SRB,Rate Contract,Small Dealer,Top 20% Buyer,Stranger,1003,1,348,14176412.59,4933391581.96,1 Week,Stock Available,Delhi,Timken,0.76,0.57,170.5,1,1
2025,9,North,Power,Pump,Ball Bearing,Rate Contract,OEM,Other Buyer,Store Item,1218,2,249,198536.97,49435704.97,1 Week,Stock Available,Delhi,NRB,0.85,0.85,108.99,2,16
2020,3,East,Cement,Screen,CRB,RFQ,PSU,Top 20% Buyer,Store Item,1215,6,79,7874522.28,622087260.07,4 Weeks,Stock Available,Mumbai,Timken,0.74,0.7,140.6,3,8
2021,9,West,Power,Motor,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1158,2,366,11626158.86,4255174141.39,1 Week,Stock-Out,Chennai,Schaeffler,0.95,0.53,128.45,2,19
2025,3,East,Paper,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Store Item,1372,2,340,11042545.8,3754465570.63,4 Weeks,Stock Available,Chennai,Chinese Imports,0.85,0.46,117.35,2,2
2024,10,East,Mining,Screen,SRB,Rate Contract,OEM,Other Buyer,Store Item,1016,0,141,5513641.1,777423395.68,1 Week,Stock Available,Delhi,Chinese Imports,1.0,0.13,85.37,3,18
2025,8,East,Steel,Pump,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1494,3,226,8034743.25,1815851974.87,1 Week,Stock Available,Bangalore,Chinese Imports,0.93,0.06,166.53,2,18
2021,10,East,Cement,Pump,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1465,2,208,83699.2,17409433.02,1 Week,Stock Available,Chennai,Timken,0.82,0.95,77.81,2,14
2023,1,South,Steel,Screen,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1443,2,65,8022472.65,521460722.4,1 Week,Stock Available,Bangalore,Chinese Imports,0.75,0.19,62.31,2,7
2024,4,North,Power,Pump,Others,RFQ,Small Dealer,Other Buyer,Stranger,1080,5,357,8856034.78,3161604416.44,1 Week,Stock Available,Kolkata,Chinese Imports,1.08,0.28,139.69,1,7
2024,8,West,Others,Rolling Mill,Others,Rate Contract,PSU,Other Buyer,Insurance Spare,1165,1,266,13121875.07,3490418769.21,1 Week,Stock Available,Chennai,Chinese Imports,1.02,0.61,116.52,1,5
2022,12,South,Paper,Crusher,CRB,RFQ,Small Dealer,Other Buyer,Stranger,1356,6,305,3161090.62,964132638.39,1 Week,Stock Available,Bangalore,SKF,0.72,0.83,76.8,3,12
2020,7,South,Power,Gearbox,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1233,1,69,12377192.68,854026294.94,1 Week,Stock Available,Kolkata,Schaeffler,1.19,0.83,161.84,2,13
2023,7,North,Steel,Pump,Others,RFQ,Large Distributor,Top 20% Buyer,Store Item,1161,1,41,10771008.94,441611366.49,4 Weeks,Stock Available,Kolkata,SKF,1.02,0.83,80.07,3,17
2021,11,East,Steel,Pump,CRB,RFQ,PSU,Other Buyer,Insurance Spare,1174,2,350,9990476.33,3496666716.22,1 Week,Stock Available,Delhi,NRB,0.8,0.98,48.93,2,15
2023,10,West,Power,Screen,Others,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1362,3,238,5915841.59,1407970298.18,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.12,0.06,42.15,2,16
2025,6,North,Steel,Crusher,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1375,2,205,5511541.02,1129865909.96,4 Weeks,Stock Available,Delhi,Chinese Imports,1.14,0.4,169.2,3,13
2022,7,South,Power,Screen,TRB,RFQ,PSU,Other Buyer,Store Item,1173,1,106,10548930.21,1118186601.84,1 Week,Stock Available,Kolkata,Chinese Imports,0.99,0.91,96.3,2,11
2025,4,West,Steel,Rolling Mill,Others,Rate Contract,Large Distributor,Other Buyer,Stranger,1237,2,114,14853348.6,1693281740.95,1 Week,Stock Available,Chennai,Schaeffler,1.14,0.47,69.89,2,3
2021,12,West,Steel,Screen,SRB,Rate Contract,PSU,Other Buyer,Store Item,1162,3,54,6080330.17,328337829.37,1 Week,Stock Available,Chennai,SKF,0.71,0.87,119.39,2,1
2024,3,North,Steel,Pump,Others,RFQ,PSU,Other Buyer,Store Item,1237,1,383,13778999.92,5277356969.34,1 Week,Stock Available,Chennai,SKF,1.17,0.02,108.3,2,6
2025,7,West,Others,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1231,1,331,8798192.77,2912201808.08,1 Week,Stock-Out,Bangalore,Chinese Imports,0.73,0.5,179.98,2,8
2020,1,West,Mining,Rolling Mill,Others,RFQ,Small Dealer,Top 20% Buyer,Stranger,1516,4,371,13022490.08,4831343818.54,1 Week,Stock Available,Mumbai,SKF,1.02,0.92,164.39,1,5
2020,5,South,Steel,Pump,Ball Bearing,Rate Contract,PSU,Other Buyer,Store Item,1235,3,291,3257888.02,948045413.24,1 Week,Stock Available,Delhi,SKF,0.87,0.26,77.95,2,7
2023,11,North,Steel,Rolling Mill,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1322,2,164,11433490.63,1875092463.63,1 Week,Stock Available,Mumbai,Schaeffler,0.72,0.93,137.68,2,3
2020,4,North,Power,Pump,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1543,7,375,12524159.26,4696559723.77,1 Week,Stock Available,Mumbai,SKF,1.16,0.01,94.2,1,9
2024,2,East,Steel,Pump,Others,RFQ,Large Distributor,Other Buyer,Store Item,1406,2,308,12482543.81,3844623494.02,1 Week,Stock Available,Kolkata,Schaeffler,0.77,0.08,91.02,2,14
2025,8,North,Power,Pump,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1176,4,215,11770679.29,2530696047.79,1 Week,Stock Available,Delhi,Chinese Imports,1.13,0.48,91.4,2,2
2023,1,East,Paper,Gearbox,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1499,4,149,4562962.28,679881379.45,4 Weeks,Stock Available,Kolkata,SKF,0.87,0.11,129.5,2,3
2021,2,South,Cement,Motor,CRB,Rate Contract,OEM,Top 20% Buyer,Stranger,1118,4,193,7829272.42,1511049576.82,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.07,0.23,115.32,3,19
2023,12,East,Cement,Crusher,SRB,RFQ,PSU,Other Buyer,Insurance Spare,1189,3,189,4495599.71,849668346.03,1 Week,Stock Available,Kolkata,Chinese Imports,0.83,0.3,145.71,2,10
2024,11,South,Power,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Store Item,1364,3,317,5144514.88,1630811217.59,4 Weeks,Stock-Out,Kolkata,Timken,0.99,0.48,61.42,2,2
2020,12,North,Others,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1485,2,253,4518311.21,1143132734.88,1 Week,Stock Available,Bangalore,Chinese Imports,1.1,0.39,99.56,1,13
2023,12,North,Others,Rolling Mill,CRB,Rate Contract,OEM,Other Buyer,Store Item,1078,3,165,4263434.35,703466667.91,1 Week,Stock Available,Delhi,Schaeffler,0.98,0.92,160.45,3,14
2024,11,North,Power,Motor,Ball Bearing,RFQ,Large Distributor,Other Buyer,Stranger,1321,4,151,10401337.35,1570601939.96,1 Week,Stock Available,Delhi,Chinese Imports,0.85,0.89,40.44,3,19
2024,2,East,Steel,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1138,2,275,9753969.48,2682341606.77,1 Week,Stock Available,Mumbai,Chinese Imports,0.82,0.75,127.29,2,13
2021,11,South,Power,Gearbox,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1335,6,167,3063995.35,511687223.25,4 Weeks,Stock Available,Chennai,Chinese Imports,0.79,0.66,150.0,3,7
2024,12,North,Steel,Crusher,Others,RFQ,OEM,Other Buyer,Store Item,1401,6,181,10372793.14,1877475558.48,16 Weeks,Stock Available,Kolkata,SKF,1.12,0.2,93.74,2,3
2020,11,West,Cement,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1225,2,234,4366057.3,1021657407.35,4 Weeks,Stock Available,Delhi,Chinese Imports,1.01,0.6,163.71,1,1
2021,9,East,Power,Motor,SRB,Rate Contract,OEM,Other Buyer,Store Item,1265,6,168,3025806.95,508335567.52,1 Week,Stock Available,Chennai,Chinese Imports,0.95,0.15,143.0,2,13
2025,5,South,Steel,Screen,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1332,1,228,11208788.32,2555603736.04,1 Week,Stock-Out,Delhi,Chinese Imports,0.82,0.45,124.85,2,6
2024,12,North,Steel,Screen,Others,Rate Contract,PSU,Other Buyer,Store Item,1223,4,228,5443046.88,1241014688.05,1 Week,Stock Available,Mumbai,SKF,0.92,0.46,67.77,2,12
2020,11,East,Power,Pump,SRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1519,2,236,8540275.09,2015504921.44,4 Weeks,Stock Available,Kolkata,SKF,1.01,0.69,133.81,2,10
2021,12,North,Paper,Screen,TRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1248,6,58,3001891.4,174109701.32,1 Week,Stock Available,Bangalore,Schaeffler,0.74,0.84,156.73,2,3
2021,3,East,Power,Rolling Mill,TRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1420,1,40,9205423.01,368216920.49,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.88,0.32,142.19,2,1
2022,5,East,Cement,Rolling Mill,SRB,Rate Contract,Small Dealer,Top 20% Buyer,Store Item,1186,3,57,3119933.2,177836192.35,1 Week,Stock Available,Mumbai,SKF,0.82,0.04,120.48,3,13
2021,4,South,Steel,Pump,CRB,RFQ,PSU,Other Buyer,Insurance Spare,1248,2,192,2503187.18,480611937.87,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.02,0.05,140.04,2,2
2020,11,West,Power,Crusher,Others,RFQ,PSU,Other Buyer,Insurance Spare,1126,3,78,5797953.12,452240343.02,1 Week,Stock-Out,Chennai,NRB,1.0,0.87,176.76,2,19
2023,4,West,Power,Crusher,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1087,3,304,11850935.99,3602684540.58,4 Weeks,Stock Available,Mumbai,Schaeffler,0.85,0.49,41.51,2,3
2024,2,East,Cement,Rolling Mill,Others,RFQ,Large Distributor,Other Buyer,Store Item,1044,0,293,2648048.16,775878111.62,1 Week,Stock Available,Bangalore,NRB,0.72,0.25,132.95,2,19
2024,12,North,Steel,Pump,CRB,RFQ,OEM,Other Buyer,Stranger,1245,3,315,1755433.83,552961656.97,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.79,0.03,151.02,2,15
2024,1,East,Power,Crusher,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1410,4,48,474754.12,22788197.81,4 Weeks,Stock Available,Delhi,Schaeffler,0.78,0.53,129.44,2,19
2020,12,South,Steel,Motor,SRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1217,1,55,6239509.71,343173034.01,4 Weeks,Stock-Out,Chennai,Schaeffler,0.98,0.14,78.23,3,10
2025,7,South,Steel,Crusher,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1426,6,103,4230404.69,435731683.32,1 Week,Stock Available,Mumbai,Timken,0.78,0.42,155.19,2,11
2025,12,South,Others,Pump,Ball Bearing,Rate Contract,PSU,Top 20% Buyer,Store Item,1014,1,346,4381655.07,1516052655.9,4 Weeks,Stock Available,Delhi,Chinese Imports,0.94,0.52,167.86,2,15
2025,9,South,Steel,Rolling Mill,SRB,RFQ,Large Distributor,Top 20% Buyer,Insurance Spare,1334,3,55,14729129.86,810102142.53,16 Weeks,Stock-Out,Mumbai,Chinese Imports,1.01,0.23,135.69,3,8
2025,12,North,Steel,Motor,Others,RFQ,Large Distributor,Other Buyer,Stranger,1536,1,139,2911883.28,404751775.73,1 Week,Stock Available,Kolkata,Schaeffler,1.14,0.2,111.54,3,11
2025,12,East,Power,Screen,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1491,4,217,6876427.42,1492184750.29,1 Week,Stock Available,Bangalore,Schaeffler,0.82,0.02,91.28,1,17
2023,1,North,Paper,Screen,Others,RFQ,Large Distributor,Other Buyer,Stranger,1291,4,389,14795523.11,5755458491.29,4 Weeks,Stock Available,Bangalore,Timken,0.79,0.59,86.21,2,2
2021,2,East,Power,Screen,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1116,2,145,459309.56,66599886.87,1 Week,Stock Available,Chennai,NRB,0.79,0.2,141.25,3,18
2024,5,North,Mining,Rolling Mill,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1468,2,308,10449873.8,3218561131.58,1 Week,Stock Available,Delhi,Chinese Imports,0.88,0.88,125.0,3,9
2024,10,East,Paper,Pump,CRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1386,4,387,5566269.44,2154146273.47,1 Week,Stock-Out,Delhi,Chinese Imports,1.02,0.6,61.96,1,7
2024,12,West,Steel,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1192,3,118,13591467.96,1603793219.31,1 Week,Stock Available,Bangalore,Schaeffler,1.04,0.56,59.75,2,10
2023,8,South,Steel,Crusher,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1100,2,243,13679125.09,3324027396.44,1 Week,Stock Available,Kolkata,Schaeffler,0.81,0.5,49.95,2,8
2020,10,West,Steel,Screen,Others,RFQ,Small Dealer,Other Buyer,Store Item,1069,3,344,5808215.55,1998026149.4,1 Week,Stock Available,Chennai,Schaeffler,0.77,0.22,135.69,2,13
2022,4,South,Paper,Gearbox,Others,RFQ,PSU,Top 20% Buyer,Stranger,1173,4,179,3321983.12,594634978.6,4 Weeks,Stock-Out,Mumbai,Chinese Imports,0.92,0.97,84.01,3,2
2025,12,North,Steel,Rolling Mill,SRB,Rate Contract,PSU,Other Buyer,Store Item,1443,2,51,6420074.45,327423797.17,16 Weeks,Stock-Out,Chennai,Timken,0.77,0.97,42.83,2,10
2023,12,North,Steel,Gearbox,Others,RFQ,Small Dealer,Other Buyer,Store Item,1432,3,270,14479595.51,3909490786.88,4 Weeks,Stock Available,Bangalore,SKF,1.11,0.32,87.28,2,17
2023,5,West,Cement,Screen,SRB,Rate Contract,OEM,Other Buyer,Stranger,1214,1,30,4221007.58,126630227.43,4 Weeks,Stock Available,Mumbai,SKF,0.74,0.78,156.5,3,16
2022,8,East,Power,Screen,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1536,5,54,14719767.72,794867456.92,1 Week,Stock Available,Chennai,SKF,1.08,0.12,74.67,2,12
2022,2,East,Power,Gearbox,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1318,4,133,12290879.69,1634686998.94,1 Week,Stock Available,Kolkata,Chinese Imports,0.72,0.78,128.7,1,6
2025,9,East,Power,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Stranger,1285,4,369,4011814.27,1480359467.46,1 Week,Stock Available,Delhi,Timken,1.1,0.29,101.55,2,15
2024,9,East,Steel,Rolling Mill,TRB,Rate Contract,OEM,Other Buyer,Stranger,1224,4,323,11866050.36,3832734267.4,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.01,0.29,116.85,1,15
2024,3,East,Power,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1348,2,149,747029.66,111307418.6,1 Week,Stock Available,Chennai,Chinese Imports,0.86,0.51,123.41,2,16
2023,8,East,Power,Rolling Mill,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1387,0,149,8220968.73,1224924340.14,1 Week,Stock Available,Kolkata,SKF,0.9,0.39,103.67,2,3
2024,6,East,Others,Motor,SRB,RFQ,PSU,Other Buyer,Stranger,1340,3,171,5360262.79,916604937.7,1 Week,Stock-Out,Chennai,Timken,1.04,0.12,48.1,1,13
2021,9,West,Steel,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1503,3,47,6404062.9,300990956.22,1 Week,Stock Available,Mumbai,NRB,0.79,0.59,119.48,2,18
2024,10,East,Paper,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1070,1,45,7092836.16,319177627.06,1 Week,Stock Available,Kolkata,Chinese Imports,1.15,0.21,95.65,2,3
2023,1,East,Cement,Pump,CRB,RFQ,Small Dealer,Top 20% Buyer,Store Item,1128,2,19,7540711.29,143273514.6,4 Weeks,Stock Available,Delhi,Chinese Imports,0.94,0.44,67.98,3,4
2023,11,North,Steel,Gearbox,TRB,RFQ,OEM,Other Buyer,Store Item,1443,2,133,9846197.86,1309544315.49,1 Week,Stock-Out,Kolkata,Chinese Imports,1.08,0.23,165.51,2,5
2024,11,East,Mining,Crusher,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1289,4,62,10451667.55,648003387.83,4 Weeks,Stock Available,Chennai,Chinese Imports,0.95,0.86,143.05,3,6
2025,7,West,Steel,Motor,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1386,2,58,14635561.52,848862568.22,1 Week,Stock Available,Chennai,Chinese Imports,0.93,0.34,79.77,2,7
2020,2,West,Others,Pump,CRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1017,1,228,11441689.52,2608705210.5,1 Week,Stock Available,Chennai,Chinese Imports,0.93,0.89,115.45,3,13
2025,11,West,Paper,Screen,TRB,Rate Contract,PSU,Other Buyer,Stranger,1075,1,207,10316979.12,2135614678.64,16 Weeks,Stock-Out,Chennai,Chinese Imports,0.88,0.33,174.84,3,14
2022,12,East,Steel,Crusher,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1364,3,137,5886907.56,806506335.8,1 Week,Stock Available,Chennai,SKF,1.07,0.18,74.36,1,7
2023,5,East,Steel,Crusher,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1279,2,66,1767156.25,116632312.83,1 Week,Stock Available,Bangalore,NRB,1.12,0.58,172.63,2,11
2020,6,East,Steel,Motor,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Store Item,1279,7,247,881863.94,217820393.22,1 Week,Stock-Out,Kolkata,Chinese Imports,1.13,0.56,135.67,2,12
2022,4,East,Steel,Pump,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1442,1,214,7165291.55,1533372391.16,1 Week,Stock Available,Kolkata,SKF,0.76,0.62,115.72,2,18
2023,9,East,Steel,Crusher,CRB,Rate Contract,OEM,Other Buyer,Store Item,1328,6,246,10023863.96,2465870533.95,4 Weeks,Stock Available,Kolkata,Chinese Imports,1.08,0.3,177.65,2,18
2020,3,East,Steel,Pump,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1535,5,387,9752411.76,3774183352.08,1 Week,Stock Available,Kolkata,SKF,0.8,0.32,86.72,1,2
2023,6,East,Cement,Pump,Others,Rate Contract,Small Dealer,Other Buyer,Stranger,1507,4,214,14292923.19,3058685562.27,4 Weeks,Stock Available,Mumbai,NRB,0.71,0.24,78.95,2,3
2025,11,West,Steel,Rolling Mill,Ball Bearing,Rate Contract,OEM,Other Buyer,Stranger,1449,4,219,5736474.3,1256287872.01,1 Week,Stock-Out,Chennai,Chinese Imports,0.84,0.93,87.54,2,7
2020,9,North,Paper,Crusher,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1374,0,248,9416772.09,2335359477.64,1 Week,Stock Available,Bangalore,Timken,0.85,0.68,145.12,2,1
2024,7,West,Paper,Pump,Others,Rate Contract,Small Dealer,Other Buyer,Store Item,1295,2,75,13318111.81,998858385.99,16 Weeks,Stock-Out,Mumbai,Chinese Imports,1.1,0.76,87.18,2,2
2022,7,North,Power,Motor,Ball Bearing,Rate Contract,OEM,Other Buyer,Insurance Spare,1475,1,306,6061190.19,1854724196.78,1 Week,Stock Available,Kolkata,NRB,1.07,0.19,54.39,2,18
2024,9,North,Paper,Crusher,Others,RFQ,Small Dealer,Other Buyer,Insurance Spare,1392,3,94,7166168.18,673619809.21,1 Week,Stock Available,Kolkata,Chinese Imports,0.74,0.66,130.2,2,14
2022,1,South,Steel,Motor,CRB,RFQ,Small Dealer,Other Buyer,Stranger,1108,2,160,13844596.52,2215135443.16,1 Week,Stock-Out,Bangalore,NRB,0.86,0.76,71.22,2,5
2021,2,South,Steel,Motor,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1358,5,382,8253647.29,3152893263.17,16 Weeks,Stock-Out,Kolkata,Timken,0.83,0.34,40.58,3,12
2021,12,North,Cement,Pump,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1288,3,88,11994157.09,1055485823.88,16 Weeks,Stock Available,Kolkata,Chinese Imports,1.0,0.16,67.88,2,2
2020,2,East,Power,Pump,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1417,3,155,14034360.12,2175325818.35,1 Week,Stock Available,Kolkata,SKF,0.97,0.7,154.68,2,10
2021,11,North,Power,Rolling Mill,Ball Bearing,Rate Contract,OEM,Top 20% Buyer,Store Item,1317,5,164,8565887.74,1404805588.71,1 Week,Stock Available,Kolkata,NRB,1.04,0.61,171.63,2,13
2024,12,East,Paper,Rolling Mill,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1340,2,86,1637840.17,140854254.4,4 Weeks,Stock Available,Mumbai,SKF,1.16,0.58,132.67,2,14
2025,5,South,Others,Crusher,TRB,RFQ,Large Distributor,Other Buyer,Stranger,1316,7,293,12325506.44,3611373386.51,1 Week,Stock-Out,Mumbai,NRB,0.91,0.18,83.47,3,1
2025,7,South,Cement,Rolling Mill,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1348,3,190,12266739.77,2330680556.24,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.03,0.26,101.11,1,9
2024,9,West,Mining,Screen,Others,RFQ,PSU,Top 20% Buyer,Store Item,1026,2,93,1724813.32,160407638.36,16 Weeks,Stock Available,Kolkata,SKF,1.16,0.62,67.24,2,1
2020,12,East,Steel,Crusher,SRB,RFQ,PSU,Other Buyer,Store Item,1400,3,164,8221790.35,1348373617.32,1 Week,Stock Available,Delhi,Timken,0.97,0.61,163.31,2,9
2022,12,West,Steel,Motor,SRB,Rate Contract,PSU,Other Buyer,Store Item,1315,1,374,7306305.05,2732558088.09,4 Weeks,Stock Available,Mumbai,Chinese Imports,0.85,0.55,133.18,2,11
2022,11,East,Mining,Rolling Mill,SRB,Rate Contract,Small Dealer,Top 20% Buyer,Store Item,1367,0,54,12707450.1,686202305.62,1 Week,Stock Available,Chennai,Schaeffler,0.9,0.77,51.82,2,7
2021,2,South,Power,Rolling Mill,Others,Rate Contract,Large Distributor,Other Buyer,Stranger,1342,3,183,4119446.5,753858709.82,16 Weeks,Stock Available,Chennai,NRB,1.08,0.81,91.37,1,1
2023,10,South,Power,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Store Item,1364,4,224,6394188.57,1432298240.39,1 Week,Stock Available,Delhi,SKF,1.06,0.28,115.32,3,1
2023,7,East,Steel,Pump,Ball Bearing,Rate Contract,Large Distributor,Other Buyer,Store Item,1072,1,209,9071881.48,1896023229.2,1 Week,Stock Available,Bangalore,Schaeffler,1.07,0.16,151.63,1,9
2022,8,East,Cement,Motor,SRB,Rate Contract,OEM,Other Buyer,Store Item,1121,2,23,7758697.2,178450035.6,4 Weeks,Stock Available,Chennai,Chinese Imports,1.07,0.2,168.87,2,15
2022,1,East,Steel,Rolling Mill,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1185,3,7,14325515.92,100278611.43,1 Week,Stock Available,Bangalore,Chinese Imports,1.16,0.28,58.57,2,16
2025,4,North,Cement,Gearbox,CRB,Rate Contract,Large Distributor,Top 20% Buyer,Store Item,1318,6,120,14409861.49,1729183378.76,4 Weeks,Stock Available,Chennai,Chinese Imports,1.08,0.95,156.84,3,3
2024,11,South,Steel,Gearbox,Others,RFQ,OEM,Top 20% Buyer,Insurance Spare,1541,5,351,1223624.1,429492058.7,4 Weeks,Stock Available,Delhi,Chinese Imports,1.13,0.14,49.21,2,3
2022,8,East,Steel,Motor,Ball Bearing,RFQ,PSU,Top 20% Buyer,Insurance Spare,1352,2,303,4467732.97,1353723090.07,4 Weeks,Stock-Out,Mumbai,Chinese Imports,0.99,0.88,73.67,2,14
2025,6,East,Steel,Rolling Mill,Ball Bearing,Rate Contract,Small Dealer,Other Buyer,Store Item,1354,1,161,113061.93,18202971.42,1 Week,Stock Available,Bangalore,Chinese Imports,1.02,0.2,42.94,3,5
2025,7,East,Steel,Screen,Others,RFQ,Large Distributor,Other Buyer,Store Item,1105,4,245,6267928.51,1535642485.72,4 Weeks,Stock Available,Bangalore,Chinese Imports,1.18,0.35,48.94,2,17
2022,12,South,Paper,Screen,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1417,4,112,9932099.31,1112395122.46,1 Week,Stock Available,Delhi,SKF,1.14,0.13,44.54,3,10
2022,11,North,Steel,Crusher,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1204,3,304,7069292.86,2149065030.93,1 Week,Stock-Out,Bangalore,Timken,1.09,0.1,60.44,2,16
2023,5,South,Steel,Crusher,TRB,Rate Contract,PSU,Other Buyer,Store Item,1381,1,56,1007765.42,56434863.3,4 Weeks,Stock Available,Chennai,SKF,1.04,0.1,162.71,1,18
2025,3,South,Power,Rolling Mill,Ball Bearing,RFQ,OEM,Other Buyer,Insurance Spare,1296,6,357,2939375.72,1049357133.56,16 Weeks,Stock Available,Mumbai,Timken,0.88,0.34,79.74,2,13
